City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Tres Lagoas,BR,2021-09-30 22:19:49,-20.7511,-51.6783,90.52,31,76,2.91
294,Port Macquarie,AU,2021-09-30 22:19:14,-31.4333,152.9167,64.89,64,100,5.66
295,Kampong Chhnang,KH,2021-09-30 22:22:03,12.1667,104.55,76.93,89,71,1.92
296,Lagoa,PT,2021-09-30 22:22:04,39.05,-27.9833,70.5,86,59,4.79
297,Half Moon Bay,US,2021-09-30 22:22:04,37.4636,-122.4286,90.91,25,1,0.0
298,Itamaraca,BR,2021-09-30 22:22:05,-7.7478,-34.8256,78.85,86,18,8.48
299,Harlingen,US,2021-09-30 22:19:04,26.1906,-97.6961,93.38,48,20,19.57
300,Inhambane,MZ,2021-09-30 22:22:06,-23.865,35.3833,69.71,88,4,6.22
301,Amapa,BR,2021-09-30 22:22:07,1.0,-52.0,82.63,59,77,4.32
302,Praya,CV,2021-09-30 22:22:08,14.9215,-23.5087,79.34,83,20,10.36
303,Paamiut,GL,2021-09-30 22:22:09,61.994,-49.6678,36.68,67,0,22.75
304,Castro,BR,2021-09-30 22:22:10,-24.7911,-50.0119,66.51,67,35,9.64
305,Tiznit,MA,2021-09-30 22:22:10,29.5833,-9.5,84.87,10,0,7.49
306,Puri,IN,2021-09-30 22:22:11,19.8,85.85,79.32,81,83,8.9
307,Port Lincoln,AU,2021-09-30 22:21:12,-34.7333,135.8667,55.11,71,86,14.07
308,Tezu,IN,2021-09-30 22:22:12,27.9167,96.1667,72.93,92,12,3.0
309,Dhidhdhoo,MV,2021-09-30 22:22:13,6.8833,73.1,82.04,76,100,14.38
310,Anloga,GH,2021-09-30 22:22:14,5.7947,0.8973,79.29,85,86,11.72
311,Ginda,IN,2021-09-30 22:22:15,30.6945,78.4932,63.68,97,97,1.16
312,Hamilton,US,2021-09-30 22:19:01,39.1834,-84.5333,79.11,53,1,1.01
313,Nata,PA,2021-09-30 22:22:17,8.3333,-80.5167,82.27,89,84,0.49
314,Lata,PT,2021-09-30 22:22:18,40.1629,-8.3327,60.08,80,74,1.5
315,Avera,US,2021-09-30 22:22:19,33.194,-82.5271,86.72,55,99,3.69
316,Koygorodok,RU,2021-09-30 22:22:19,60.445,50.9968,43.65,97,100,3.89
317,Kizema,RU,2021-09-30 22:22:20,61.113,44.8302,42.19,98,90,4.34
318,Freeport,US,2021-09-30 22:22:14,40.6576,-73.5832,65.98,58,75,1.01
319,Lorengau,PG,2021-09-30 22:22:21,-2.0226,147.2712,78.01,89,100,12.5
320,Samarai,PG,2021-09-30 22:22:22,-10.6167,150.6667,80.26,85,99,5.23
321,Jansath,IN,2021-09-30 22:22:23,29.3333,77.85,80.19,74,79,4.32
322,Campo Grande,BR,2021-09-30 22:19:34,-20.4428,-54.6464,90.95,38,20,4.61
323,Alekseyevsk,RU,2021-09-30 22:22:24,57.8406,108.3492,32.14,94,100,1.5
324,College,US,2021-09-30 22:18:53,64.8569,-147.8028,35.65,65,90,3.44
325,Eston,CA,2021-09-30 22:17:55,51.1501,-108.7514,76.89,16,19,16.96
326,Kologriv,RU,2021-09-30 22:22:26,58.8275,44.3178,43.21,98,50,4.85
327,Nhulunbuy,AU,2021-09-30 22:22:27,-12.2333,136.7667,81.21,74,100,8.05
328,Komsomolskiy,UZ,2021-09-30 22:22:28,40.4272,71.7189,63.32,51,92,6.91
329,Kungurtug,RU,2021-09-30 22:22:29,50.5994,97.5228,29.89,94,50,2.95
330,Zhuhai,CN,2021-09-30 22:22:30,22.2769,113.5678,85.71,89,20,4.61
331,Sabha,LY,2021-09-30 22:22:30,27.0377,14.4283,76.01,30,0,12.24
332,Faya,SA,2021-09-30 22:22:31,18.3851,42.4509,64.92,34,85,2.91
333,Bozoum,CF,2021-09-30 22:22:32,6.3193,16.3799,70.45,93,100,1.39
334,Point Pedro,LK,2021-09-30 22:22:33,9.8167,80.2333,80.29,79,62,6.51
335,Storebo,NO,2021-09-30 22:22:34,60.0948,5.2271,54.77,83,98,4.0
336,Araouane,ML,2021-09-30 22:22:34,18.9048,-3.5265,93.81,24,58,13.73
337,Ondjiva,AO,2021-09-30 22:22:35,-17.0667,15.7333,74.01,15,0,16.02
338,Tahta,EG,2021-09-30 22:22:36,26.7693,31.5021,79.2,39,0,11.01
339,Srednekolymsk,RU,2021-09-30 22:22:37,67.45,153.6833,20.79,77,6,8.66
340,Antofagasta,CL,2021-09-30 22:22:25,-23.65,-70.4,60.08,78,33,5.77
341,San Patricio,US,2021-09-30 22:22:38,28.017,-97.5169,82.81,58,96,13.31
342,Kwinana,AU,2021-09-30 22:22:39,-32.25,115.7667,62.19,90,53,3.0
343,Moroni,KM,2021-09-30 22:22:40,-11.7022,43.2551,75.43,84,38,2.55
344,Forio,IT,2021-09-30 22:22:41,40.7342,13.8646,72.25,65,5,11.99
345,Arman,RU,2021-09-30 22:22:42,59.7,150.1667,33.58,92,100,19.57
346,Cervo,ES,2021-09-30 22:22:42,43.6702,-7.4101,57.96,84,100,3.94
347,Zapolyarnyy,RU,2021-09-30 22:21:15,69.4154,30.8136,42.08,73,93,11.45
348,Moerai,PF,2021-09-30 22:22:44,-22.4333,-151.3333,75.54,77,5,11.74
349,Ancud,CL,2021-09-30 22:22:44,-41.8697,-73.8203,51.33,57,11,6.29
350,Longyearbyen,SJ,2021-09-30 22:22:45,78.2186,15.6401,31.84,93,0,6.91
351,Bolshaya Rechka,RU,2021-09-30 22:22:46,51.9503,104.7355,26.87,83,14,1.48
352,Felanitx,ES,2021-09-30 22:22:47,39.4696,3.1483,70.95,72,100,2.21
353,Snasa,NO,2021-09-30 22:22:48,64.2457,12.3778,49.17,80,75,15.68
354,Arandis,NA,2021-09-30 22:22:48,-22.4167,14.9667,48.47,90,8,1.52
355,Tevriz,RU,2021-09-30 22:22:50,57.509,72.4042,34.99,79,100,5.84
356,Sept-Iles,CA,2021-09-30 22:22:51,50.2001,-66.3821,43.32,92,90,1.01
357,Saint Anthony,US,2021-09-30 22:22:52,45.0205,-93.218,83.25,64,1,4.61
358,Waingapu,ID,2021-09-30 22:22:52,-9.6567,120.2641,76.87,80,28,6.53
359,Bud,US,2021-09-30 22:22:53,39.447,-86.1758,82.35,60,98,5.41
360,Grootfontein,NA,2021-09-30 22:22:54,-19.5667,18.1167,71.17,16,1,6.91
361,Rawson,AR,2021-09-30 22:20:52,-43.3002,-65.1023,61.81,21,90,26.08
362,Waharoa,NZ,2021-09-30 22:22:55,-37.7667,175.7667,59.52,75,8,6.24
363,Strezhevoy,RU,2021-09-30 22:22:56,60.7333,77.5889,33.78,98,100,7.96
364,Goderich,CA,2021-09-30 22:22:57,43.7501,-81.7165,62.04,67,6,6.91
365,Biak,ID,2021-09-30 22:22:58,-0.9131,122.8766,75.85,86,73,4.97
366,Shingu,JP,2021-09-30 22:22:58,33.7333,135.9833,71.35,88,100,9.78
367,Varhaug,NO,2021-09-30 22:22:59,58.6147,5.6457,54.9,78,86,23.78
368,Skjervoy,NO,2021-09-30 22:23:00,70.0311,20.9714,47.5,75,60,9.78
369,Kankan,GN,2021-09-30 22:23:01,10.3854,-9.3057,73.45,90,79,1.43
370,Saint-Ambroise,CA,2021-09-30 22:23:02,48.5501,-71.3324,53.58,69,91,5.55
371,Kirakira,SB,2021-09-30 22:23:03,-10.4544,161.9205,83.68,75,91,7.43
372,Abha,SA,2021-09-30 22:23:04,18.2164,42.5053,64.65,37,0,4.61
373,Lavrentiya,RU,2021-09-30 22:23:04,65.5833,-171.0,33.49,77,41,18.1
374,Inuvik,CA,2021-09-30 22:23:06,68.3499,-133.7218,32.76,69,1,5.75
375,Balykshi,KZ,2021-09-30 22:23:06,47.0667,51.8667,39.2,56,0,6.71
376,Korla,CN,2021-09-30 22:23:07,41.7597,86.1469,65.21,23,4,5.1
377,Ornskoldsvik,SE,2021-09-30 22:23:08,63.2909,18.7153,48.02,87,90,10.36
378,Macheng,CN,2021-09-30 22:23:09,31.1783,115.0319,67.14,87,0,3.02
379,Huarmey,PE,2021-09-30 22:23:09,-10.0681,-78.1522,67.95,76,70,10.6
380,Nizhyn,UA,2021-09-30 22:23:10,51.048,31.8869,43.12,68,42,5.73
381,Fairbanks,US,2021-09-30 22:20:04,64.8378,-147.7164,36.1,66,90,0.0
382,Bogashevo,RU,2021-09-30 22:23:11,56.3683,85.1447,38.97,100,75,4.47
383,Takhli,TH,2021-09-30 22:23:12,15.2634,100.3438,76.23,94,18,4.23
384,Necochea,AR,2021-09-30 22:23:14,-38.5473,-58.7368,60.04,87,54,8.46
385,Numan,NG,2021-09-30 22:23:14,9.4667,12.0333,78.78,81,97,3.87
386,Pedasi,PA,2021-09-30 22:23:15,7.5333,-80.0333,77.07,78,82,7.92
387,Peleduy,RU,2021-09-30 22:23:16,59.6289,112.7406,29.34,99,99,3.02
388,Pattaya,TH,2021-09-30 22:23:17,12.9333,100.8833,85.95,92,94,6.4
389,Quang Ngai,VN,2021-09-30 22:23:17,15.1167,108.8,74.71,92,24,4.41
390,Los Algarrobos,PA,2021-09-30 22:23:18,8.5,-82.4333,80.46,94,75,6.91
391,Makakilo City,US,2021-09-30 22:23:19,21.3469,-158.0858,88.12,57,40,13.8
392,Constitucion,CL,2021-09-30 22:23:20,-35.3333,-72.4167,53.85,63,9,12.64
393,Soloneshnoye,RU,2021-09-30 22:23:20,51.6544,84.3197,41.83,98,100,2.66
394,Panama City,PA,2021-09-30 22:23:21,8.9936,-79.5197,82.38,80,75,2.3
395,Kamenka,RU,2021-09-30 22:23:22,51.3223,42.7678,43.56,68,65,5.1
396,Colares,PT,2021-09-30 22:23:23,38.7992,-9.4469,65.88,60,58,11.99
397,Bilibino,RU,2021-09-30 22:23:23,68.0546,166.4372,8.47,96,97,1.61
398,Cherskiy,RU,2021-09-30 22:23:24,68.75,161.3,13.75,97,97,5.39
399,Leningradskiy,RU,2021-09-30 22:23:26,69.3833,178.4167,25.12,94,100,12.59
400,Nemuro,JP,2021-09-30 22:23:26,43.3236,145.575,61.18,94,86,6.87
401,Teguise,ES,2021-09-30 22:23:27,29.0605,-13.564,70.02,83,0,16.11
402,Mwinilunga,ZM,2021-09-30 22:23:28,-11.7358,24.4293,69.22,62,88,4.34
403,Natal,BR,2021-09-30 22:18:57,-5.795,-35.2094,79.02,83,20,9.22
404,Tazmalt,DZ,2021-09-30 22:23:29,36.3868,4.3989,68.0,81,5,4.03
405,Maralal,KE,2021-09-30 22:23:30,1.0968,36.698,63.36,70,99,7.96
406,Vostok,RU,2021-09-30 22:23:32,46.4856,135.8833,41.74,87,81,1.5
407,Qasigiannguit,GL,2021-09-30 22:23:32,68.8193,-51.1922,28.65,80,100,4.38
408,Grindavik,IS,2021-09-30 22:23:33,63.8424,-22.4338,44.55,75,75,17.27
409,Chapais,CA,2021-09-30 22:23:34,49.7834,-74.8492,53.38,61,100,5.59
410,Paidha,UG,2021-09-30 22:23:35,2.4167,30.9855,60.03,95,60,3.13
411,Gushikawa,JP,2021-09-30 22:23:36,26.3544,127.8686,81.63,76,1,12.66
412,Pochutla,MX,2021-09-30 22:23:37,15.7432,-96.4661,87.82,72,83,4.99
413,Moindou,NC,2021-09-30 22:23:37,-21.6924,165.677,80.55,64,12,5.1
414,Laguna,US,2021-09-30 22:22:29,38.421,-121.4238,92.05,20,1,1.01
415,Sydney,AU,2021-09-30 22:18:55,-33.8679,151.2073,63.72,85,0,5.75
416,Hovd,MN,2021-09-30 22:23:39,48.0056,91.6419,44.62,44,100,6.42
417,Sola,VU,2021-09-30 22:23:40,-13.8833,167.55,79.84,82,100,23.15
418,Padang,ID,2021-09-30 22:23:41,-0.9492,100.3543,73.45,82,100,1.9
419,Mount Gambier,AU,2021-09-30 22:23:41,-37.8333,140.7667,53.51,100,90,19.57
420,Bataipora,BR,2021-09-30 22:23:42,-22.2953,-53.2711,86.99,33,58,5.61
421,Todos Santos,MX,2021-09-30 22:23:43,23.45,-110.2167,93.0,70,1,9.69
422,Sovetskaya Gavan,RU,2021-09-30 22:23:44,48.9723,140.2878,49.1,57,4,10.85
423,Qaqortoq,GL,2021-09-30 22:23:44,60.7167,-46.0333,34.3,54,0,4.27
424,Wagga Wagga,AU,2021-09-30 22:23:45,-35.1167,147.3667,58.6,88,40,4.61
425,Barguzin,RU,2021-09-30 22:23:46,53.6167,109.6167,28.49,88,19,1.03
426,Ahipara,NZ,2021-09-30 22:23:47,-35.1667,173.1667,58.89,59,39,8.1
427,Dwarka,IN,2021-09-30 22:23:48,22.2394,68.9678,81.12,86,100,20.31
428,Edendale,ZA,2021-09-30 22:23:48,-29.6528,30.3147,57.63,97,100,5.37
429,Beitbridge,ZW,2021-09-30 22:19:09,-22.2167,30.0,67.59,77,24,22.48
430,Leshukonskoye,RU,2021-09-30 22:23:50,64.8989,45.7622,43.79,96,100,3.65
431,Qui Nhon,VN,2021-09-30 22:23:51,13.7667,109.2333,77.23,91,64,4.54
432,Tuy Hoa,VN,2021-09-30 22:23:52,13.0833,109.3,76.42,93,76,4.12
433,Timra,SE,2021-09-30 22:23:52,62.487,17.3257,49.68,87,90,9.22
434,Channel-Port Aux Basques,CA,2021-09-30 22:23:53,47.5702,-59.1367,59.59,98,100,10.85
435,Pampierstad,ZA,2021-09-30 22:23:54,-27.7832,24.6877,63.73,75,51,10.89
436,Le Port,RE,2021-09-30 22:23:55,-20.9373,55.2919,71.56,78,12,6.42
437,Sindi,IN,2021-09-30 22:23:55,20.8,78.8667,77.88,81,92,1.52
438,Tabou,CI,2021-09-30 22:23:56,4.423,-7.3528,77.22,88,46,5.95
439,Ramanagaram,IN,2021-09-30 22:23:57,12.7167,77.3,72.1,87,79,3.56
440,Borger,NL,2021-09-30 22:23:58,52.9233,6.7931,55.8,77,100,20.09
441,Businga,CD,2021-09-30 22:23:58,3.3333,20.8833,70.38,99,100,2.35
442,Kendari,ID,2021-09-30 22:23:59,-3.945,122.4989,74.86,95,100,3.0
443,Iracoubo,GF,2021-09-30 22:24:00,5.4802,-53.2011,81.25,77,28,9.01
444,San Nicolas Guadalupe,MX,2021-09-30 22:24:01,19.6125,-100.0333,57.33,79,80,4.09
445,Itarema,BR,2021-09-30 22:24:02,-2.9248,-39.9167,79.18,84,52,11.39
446,Usogorsk,RU,2021-09-30 22:19:15,63.4106,48.6872,44.19,97,100,3.33
447,Baykalovo,RU,2021-09-30 22:24:03,57.3981,63.7684,40.17,95,100,12.06
448,Zlatoust,RU,2021-09-30 22:24:04,55.1711,59.6508,33.78,96,100,9.62
449,Fort Walton Beach,US,2021-09-30 22:24:05,30.4058,-86.6188,84.97,67,90,5.01
450,Diffa,NE,2021-09-30 22:24:06,13.3154,12.6113,87.19,20,3,4.47
451,Kamaishi,JP,2021-09-30 22:24:07,39.2667,141.8833,68.5,95,100,8.66
452,Palmer,US,2021-09-30 22:24:08,42.1584,-72.3287,58.08,66,75,5.75
453,Belyy Yar,RU,2021-09-30 22:24:08,53.6039,91.3903,44.49,93,40,4.47
454,Manitouwadge,CA,2021-09-30 22:24:09,49.1215,-85.8403,59.72,57,91,5.73
455,Nola,IT,2021-09-30 22:24:10,40.922,14.5329,74.55,67,21,5.99
456,Stepnyak,KZ,2021-09-30 22:24:11,52.8339,70.7803,32.49,87,61,11.34
457,Prado,BR,2021-09-30 22:24:11,-17.3411,-39.2208,75.36,83,4,11.99
458,Rio Pomba,BR,2021-09-30 22:24:13,-21.2747,-43.1792,75.74,66,8,5.39
459,Delta Del Tigre,UY,2021-09-30 22:24:13,-34.7633,-56.3853,59.41,94,75,6.91
460,Vila,PT,2021-09-30 22:24:14,42.0304,-8.1588,54.34,85,100,0.87
461,Narsaq,GL,2021-09-30 22:24:15,60.9167,-46.05,34.02,48,0,2.91
462,Ayagoz,KZ,2021-09-30 22:24:16,47.9714,80.4392,45.39,58,100,13.91
463,Sitka,US,2021-09-30 22:24:17,57.0531,-135.33,51.69,82,90,21.85
464,Taksimo,RU,2021-09-30 22:24:17,56.3444,114.8794,28.83,75,74,2.64
465,Vila Franca Do Campo,PT,2021-09-30 22:24:18,37.7167,-25.4333,71.2,88,80,2.37
466,Derzhavinsk,KZ,2021-09-30 22:24:19,51.1,66.3167,36.45,82,45,7.74
467,Asau,RO,2021-09-30 22:24:20,46.4333,26.4,44.76,81,75,1.74
468,Antalaha,MG,2021-09-30 22:24:20,-14.9003,50.2788,68.41,84,20,6.15
469,Shakawe,BW,2021-09-30 22:24:21,-18.3667,21.85,77.72,25,57,5.06
470,Qinhuangdao,CN,2021-09-30 22:24:22,39.9317,119.5883,58.44,79,50,12.86
471,Anaconda,US,2021-09-30 22:24:23,46.1285,-112.9423,69.96,19,0,2.21
472,Emerald,AU,2021-09-30 22:24:23,-23.5333,148.1667,66.34,100,40,9.22
473,Castrillon,ES,2021-09-30 22:24:24,43.3979,-6.7922,57.74,92,100,1.95
474,Saint-Georges,GD,2021-09-30 22:24:25,12.0564,-61.7485,83.88,79,40,6.91
475,Kuybyshevo,RU,2021-09-30 22:24:26,47.8123,38.9073,45.63,56,0,7.27
476,Ulladulla,AU,2021-09-30 22:24:26,-35.35,150.4667,64.87,83,99,2.1
477,Ngunguru,NZ,2021-09-30 22:24:27,-35.6167,174.5,63.16,61,59,8.61
478,Chipata,ZM,2021-09-30 22:24:28,-13.6333,32.65,74.46,41,52,9.15
479,Rapar,IN,2021-09-30 22:24:29,23.5667,70.6333,78.21,87,100,11.23
480,Bridgton,US,2021-09-30 22:24:29,44.0548,-70.7128,54.72,81,100,5.77
481,Los Llanos De Aridane,ES,2021-09-30 22:24:30,28.6585,-17.9182,71.35,81,90,17.27
482,Aykhal,RU,2021-09-30 22:24:31,66.0,111.5,27.77,61,68,5.17
483,Beaverlodge,CA,2021-09-30 22:24:32,55.2166,-119.4361,61.95,34,26,23.85
484,Kingman,US,2021-09-30 22:24:33,35.1894,-114.053,80.02,15,1,9.22
485,Humaita,BR,2021-09-30 22:24:34,-7.5061,-63.0208,84.61,55,99,1.79
486,Buenos Aires,AR,2021-09-30 22:24:35,-34.6132,-58.3772,62.33,96,40,12.66
487,Campbellton,CA,2021-09-30 22:24:35,48.0075,-66.6727,46.76,93,100,4.65
488,Pedernales,DO,2021-09-30 22:24:36,18.0384,-71.744,82.94,73,20,3.56
489,West Wendover,US,2021-09-30 22:24:37,40.7391,-114.0733,65.41,15,1,9.22
490,Shenjiamen,CN,2021-09-30 22:24:38,29.9576,122.298,71.8,77,0,4.05
491,Taltal,CL,2021-09-30 22:24:38,-25.4,-70.4833,62.24,72,24,7.23
492,Marawi,PH,2021-09-30 22:24:40,7.9986,124.2928,64.65,92,87,2.44
493,Arvin,US,2021-09-30 22:23:04,35.2091,-118.8284,93.33,8,0,7.31
494,Uetendorf,CH,2021-09-30 22:24:41,46.7739,7.5725,55.15,86,58,1.01
495,Camacupa,AO,2021-09-30 22:24:42,-12.0167,17.4833,67.91,66,49,4.79
496,Minas,UY,2021-09-30 22:24:43,-34.3759,-55.2377,57.67,97,100,5.82
497,Mehamn,NO,2021-09-30 22:24:43,71.0357,27.8492,43.54,83,7,8.5
498,Skibbereen,IE,2021-09-30 22:24:44,51.55,-9.2667,57.0,93,100,23.33
499,Fort Nelson,CA,2021-09-30 22:24:45,58.8053,-122.7002,44.19,87,75,2.3
500,Luwuk,ID,2021-09-30 22:24:46,-0.9516,122.7875,76.62,89,67,3.74
501,Miri,MY,2021-09-30 22:24:46,4.4148,114.0089,77.14,100,20,2.3
502,Berlevag,NO,2021-09-30 22:24:47,70.8578,29.0864,44.89,80,7,13.51
503,Alexandria,EG,2021-09-30 22:20:34,31.2156,29.9553,74.73,67,0,12.06
504,Portland,US,2021-09-30 22:22:42,45.5234,-122.6762,63.52,90,90,3.0
505,Bereda,ES,2021-09-30 22:24:49,43.2686,-7.5406,55.58,100,100,0.83
506,Jiayuguan,CN,2021-09-30 22:24:49,39.8167,98.3,54.73,26,32,2.21
507,Daru,PG,2021-09-30 22:24:50,-9.0763,143.2092,78.94,89,100,12.95
508,Bairiki,KI,2021-09-30 22:24:51,1.3292,172.9752,86.0,66,20,13.8
509,Pangnirtung,CA,2021-09-30 22:24:52,66.1451,-65.7125,28.4,100,90,3.44
510,Kibre Mengist,ET,2021-09-30 22:24:52,5.8833,38.9833,59.95,96,100,2.26
511,Gravdal,NO,2021-09-30 22:24:53,68.1214,13.5031,49.62,77,93,10.63
512,Beira,MZ,2021-09-30 22:24:54,-19.8436,34.8389,71.69,88,20,5.75
513,Roald,NO,2021-09-30 22:24:55,62.5833,6.1333,58.33,62,0,8.05
514,Ilinskiy,RU,2021-09-30 22:24:55,55.619,38.1182,43.52,75,90,2.24
515,Uyuni,BO,2021-09-30 22:24:56,-20.4597,-66.825,62.22,12,10,8.25
516,Matiguas,NI,2021-09-30 22:24:57,12.8373,-85.4622,92.14,78,12,5.12
517,Yerbogachen,RU,2021-09-30 22:24:58,61.2767,108.0108,27.77,91,21,3.62
518,Mabaruma,GY,2021-09-30 22:24:58,8.2,-59.7833,77.52,86,100,4.41
519,Gornopravdinsk,RU,2021-09-30 22:22:07,60.05,69.9,33.91,88,96,11.21
520,Kruisfontein,ZA,2021-09-30 22:25:00,-34.0033,24.7314,58.89,98,100,2.21
521,Boa Vista,BR,2021-09-30 22:23:48,2.8197,-60.6733,89.58,51,75,11.5
522,Nevesinje,BA,2021-09-30 22:25:03,43.2586,18.1133,49.06,87,27,7.67
523,Amarasti,RO,2021-09-30 22:25:03,44.7667,24.15,54.81,62,100,3.89
524,Talladega,US,2021-09-30 22:25:04,33.4359,-86.1058,80.87,72,90,3.44
525,Kapuskasing,CA,2021-09-30 22:24:00,49.4169,-82.4331,60.89,48,20,2.3
526,Turukhansk,RU,2021-09-30 22:25:06,65.8167,87.9833,34.59,89,100,8.97
527,Jiuquan,CN,2021-09-30 22:25:07,39.7432,98.5174,55.6,27,38,5.08
528,Brigantine,US,2021-09-30 22:25:07,39.4101,-74.3646,68.0,60,75,5.75
529,Wanlaweyn,SO,2021-09-30 22:25:08,2.6185,44.8938,77.02,82,97,13.02
530,Texarkana,US,2021-09-30 22:22:35,33.4251,-94.0477,84.74,63,20,3.0
531,Sindon,PH,2021-09-30 22:25:09,17.0603,122.0151,75.72,94,100,1.68
532,Mayumba,GA,2021-09-30 22:25:10,-3.432,10.6554,75.51,85,78,6.82
533,Standerton,ZA,2021-09-30 22:25:11,-26.9337,29.2415,55.62,79,86,3.58
534,Lohja,FI,2021-09-30 22:25:12,60.2486,24.0653,49.17,86,100,8.14
535,Polson,US,2021-09-30 22:25:13,47.6936,-114.1632,71.11,39,5,0.83
536,Santa Isabel Do Rio Negro,BR,2021-09-30 22:25:13,-0.4139,-65.0192,81.16,74,100,0.63
537,Sur,OM,2021-09-30 22:25:14,22.5667,59.5289,88.03,59,100,5.21
538,Jyvaskyla,FI,2021-09-30 22:25:15,62.2415,25.7209,44.96,82,0,5.75
539,Tocopilla,CL,2021-09-30 22:25:15,-22.092,-70.1979,65.07,69,20,10.67
540,Boralday,KZ,2021-09-30 22:25:17,43.3578,76.8594,51.66,54,90,4.47
541,Saint-Pierre,RE,2021-09-30 22:25:18,-21.3393,55.4781,71.24,73,0,6.91
